Region,Nodo,tac,lac,Total de Sectores,estado por sector,Relacion TAC-LAC,Color tecnologia,Color,Descripcion,Latitud,Longitud,Azimuth,BeamWidth,Height
REGION 9,DF4681U1900,,21060,3,OK,OK,#00FF00,#00FF00,,19.283628,-99.12756,"[30.0, 150.0, 270.0]","[65.0, 65.0, 65.0]",25
REGION 9,DF4612U850,,21060,3,OK,OK,#00FF00,#00FF00,,19.283628,-99.12756,"[30.0, 150.0, 270.0]","[65.0, 65.0, 65.0]",25
REGION 4,NL2641L2100,3877,,3,OK,OK,#00FF00,#00FF00,,24.20439,-100.09147,"[40.0, 160.0, 330.0]","[68.0, 68.0, 68.0]",75
REGION 4,NL4946U1900,,32014,3,OK,OK,#00FF00,#00FF00,,24.20439,-100.09147,"[40.0, 160.0, 330.0]","[68.0, 68.0, 68.0]",75
REGION 4,NL2641U850,,32014,3,OK,OK,#00FF00,#00FF00,,24.20439,-100.09147,"[40.0, 160.0, 330.0]","[68.0, 68.0, 68.0]",75
REGION 9,DF0429L2100,522,,3,OK,OK,#00FF00,#00FF00,,19.463083,-99.162445,"[40.0, 168.0, 278.0]","[69.0, 70.0, 68.5]",20.15
REGION 9,DF1812U1900,,21005,3,OK,OK,#00FF00,#00FF00,,19.463083,-99.162445,"[40.0, 168.0, 278.0]","[69.0, 70.0, 68.5]",20.15
REGION 9,DF0429U850,,21005,3,OK,OK,#00FF00,#00FF00,,19.463083,-99.162445,"[40.0, 168.0, 278.0]","[69.0, 70.0, 68.5]",20.15
REGION 9,MX6454L2100,259,,3,OK,OK,#00FF00,#00FF00,,19.84181,-99.22729,"[331.0, 184.0, 284.0]","[65.0, 65.0, 65.0]",40
REGION 9,MX2060U1900,,12281,3,OK,OK,#00FF00,#00FF00,,19.84181,-99.22729,"[331.0, 184.0, 284.0]","[65.0, 65.0, 65.0]",40
REGION 9,MX6454U850,,12281,3,OK,OK,#00FF00,#00FF00,,19.84181,-99.22729,"[331.0, 184.0, 284.0]","[65.0, 65.0, 65.0]",40
REGION 3,CH6643L2100,18184,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,28.637375,-106.07686,"[85.0, 170.0, 300.0]","[68.0, 68.0, 70.5]",11
REGION 3,CH6643U850,,21071,3,OK,NOK,#00FF00,#000000,Relación sin existencia,28.637375,-106.07686,"[85.0, 170.0, 300.0]","[68.0, 68.0, 70.5]",11
REGION 3,CH2475U1900,,21071,3,OK,NOK,#00FF00,#000000,Relación sin existencia,28.637375,-106.07686,"[85.0, 170.0, 300.0]","[68.0, 68.0, 70.5]",11
REGION 6,QU6984L2100,23347,,3,OK,OK,#00FF00,#00FF00,,20.456156,-100.07055,"[50.0, 170.0, 270.0]","[65.0, 65.0, 65.0]",50
REGION 6,QU6984U850,,37034,3,OK,OK,#00FF00,#00FF00,,20.456156,-100.07055,"[50.0, 170.0, 270.0]","[65.0, 65.0, 65.0]",50
REGION 6,QU4635U1900,,37034,3,OK,OK,#00FF00,#00FF00,,20.456156,-100.07055,"[50.0, 170.0, 270.0]","[65.0, 65.0, 65.0]",50
REGION 4,VE3207L2100,3897,,3,OK,OK,#00FF00,#00FF00,,22.051296,-98.18732,"[30.0, 160.0, 280.0]","[68.0, 68.0, 68.0]",30
REGION 4,VE3207U850,,28018,3,OK,OK,#00FF00,#00FF00,,22.051296,-98.18732,"[30.0, 160.0, 280.0]","[68.0, 68.0, 68.0]",30
REGION 4,VE1168U1900,,28018,3,OK,OK,#00FF00,#00FF00,,22.051296,-98.18732,"[30.0, 160.0, 280.0]","[68.0, 68.0, 68.0]",30
REGION 2,SI2157L2100,19973,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.804289,-108.48801,"[20.0, 100.0, 220.0]","[70.5, 70.5, 70.5]",60
REGION 2,SI4401U1900,,24078,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.804289,-108.48801,"[20.0, 100.0, 220.0]","[70.5, 70.5, 70.5]",60
REGION 2,SI2157U850,,24078,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.804289,-108.48801,"[20.0, 100.0, 220.0]","[70.5, 70.5, 70.5]",60
REGION 2,SI4879U850,,24078,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.804289,-108.48801,"[20.0, 100.0, 220.0]","[70.5, 70.5, 70.5]",60
REGION 9,MO4991L2100,562,,3,OK,OK,#00FF00,#00FF00,,18.81164,-99.208305,"[12.0, 157.0, 242.0]","[69.0, 69.0, 69.0]",35
REGION 9,MO1306U1900,,13000,3,OK,OK,#00FF00,#00FF00,,18.81164,-99.208305,"[12.0, 157.0, 242.0]","[69.0, 69.0, 69.0]",35
REGION 9,MO4991U850,,13000,3,OK,OK,#00FF00,#00FF00,,18.81164,-99.208305,"[12.0, 157.0, 242.0]","[69.0, 69.0, 69.0]",35
REGION 6,QU2973L2100,23330,,3,OK,OK,#00FF00,#00FF00,,20.629074,-100.42703,"[356.0, 145.0, 269.0]","[62.9, 62.9, 62.9]",42.3
REGION 6,QU2973U850,,13058,3,OK,OK,#00FF00,#00FF00,,20.629074,-100.42703,"[356.0, 145.0, 269.0]","[62.9, 62.9, 62.9]",42.3
REGION 6,QU1604U1900,,13058,3,OK,OK,#00FF00,#00FF00,,20.629074,-100.42703,"[356.0, 145.0, 269.0]","[62.9, 62.9, 62.9]",42.3
REGION 3,CH2062L2100,18181,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,28.621222,-106.01322,"[130.0, 210.0, 260.0]","[65.0, 65.0, 65.0]",24
REGION 3,CH3331U1900,,11071,3,OK,NOK,#00FF00,#000000,Relación sin existencia,28.621222,-106.01322,"[130.0, 210.0, 260.0]","[65.0, 65.0, 65.0]",24
REGION 3,CH2062U850,,11071,3,OK,NOK,#00FF00,#000000,Relación sin existencia,28.621222,-106.01322,"[130.0, 210.0, 260.0]","[65.0, 65.0, 65.0]",24
REGION 9,DF5272L2100,573,,3,OK,OK,#00FF00,#00FF00,,19.248383,-99.00794,"[37.0, 187.0, 307.0]","[65.0, 65.0, 65.0]",15
REGION 9,DF5272U850,,12002,3,OK,OK,#00FF00,#00FF00,,19.248383,-99.00794,"[37.0, 187.0, 307.0]","[65.0, 65.0, 65.0]",15
REGION 9,DF2432U1900,,12002,3,OK,OK,#00FF00,#00FF00,,19.248383,-99.00794,"[37.0, 187.0, 307.0]","[65.0, 65.0, 65.0]",15
REGION 9,MX6355L2100,581,,3,OK,OK,#00FF00,#00FF00,,19.56936,-99.0238,"[50.0, 162.0, 292.0]","[68.0, 70.5, 69.0]",23
REGION 9,MX6355U850,,12056,3,OK,OK,#00FF00,#00FF00,,19.56936,-99.0238,"[50.0, 162.0, 292.0]","[68.0, 70.5, 69.0]",23
REGION 9,MX5083U1900,,12056,3,OK,OK,#00FF00,#00FF00,,19.56936,-99.0238,"[50.0, 162.0, 292.0]","[68.0, 70.5, 69.0]",23
REGION 9,DF0379L2100,583,,3,OK,OK,#00FF00,#00FF00,,19.395279,-99.0572,"[49.0, 168.0, 295.0]","[70.5, 70.0, 70.0]",25.2
REGION 9,DF0379U850,,12010,3,OK,OK,#00FF00,#00FF00,,19.395279,-99.0572,"[49.0, 168.0, 295.0]","[70.5, 70.0, 70.0]",25.2
REGION 9,DF3440U1900,,12010,3,OK,OK,#00FF00,#00FF00,,19.395279,-99.0572,"[49.0, 168.0, 295.0]","[70.5, 70.0, 70.0]",25.2
REGION 9,DF0422L2100,558,,3,OK,OK,#00FF00,#00FF00,,19.467808,-99.125854,"[37.0, 157.0, 277.0]","[68.5, 70.5, 68.5]",26
REGION 9,DF1694U1900,,41000,3,OK,OK,#00FF00,#00FF00,,19.467808,-99.125854,"[37.0, 157.0, 277.0]","[68.5, 70.5, 68.5]",26
REGION 9,DF0422U850,,41000,3,OK,OK,#00FF00,#00FF00,,19.467808,-99.125854,"[37.0, 157.0, 277.0]","[68.5, 70.5, 68.5]",26
REGION 9,MO1387L2100,562,,3,OK,OK,#00FF00,#00FF00,,18.854029,-99.175026,"[37.0, 202.0, 312.0]","[65.0, 65.0, 65.0]",20.2
REGION 9,MO1387U850,,13000,3,OK,OK,#00FF00,#00FF00,,18.854029,-99.175026,"[37.0, 202.0, 312.0]","[65.0, 65.0, 65.0]",20.2
REGION 9,MO1505U1900,,13000,3,OK,OK,#00FF00,#00FF00,,18.854029,-99.175026,"[37.0, 202.0, 312.0]","[65.0, 65.0, 65.0]",20.2
REGION 3,CH2238L2100,18184,,2,OK,NOK,#00FF00,#000000,Relación sin existencia,28.632908,-106.07241,"[5.0, 220.0, 5.0]","[65.0, 65.0, 65.0]",19
REGION 3,CH2238U850,,21071,2,OK,NOK,#00FF00,#000000,Relación sin existencia,28.632908,-106.07241,"[5.0, 220.0, 5.0]","[65.0, 65.0, 65.0]",19
REGION 6,SL1559L2100,28419,,3,OK,OK,#00FF00,#00FF00,,22.180445,-101.02103,"[40.0, 160.0, 275.0]","[68.5, 69.5, 69.5]",32
REGION 6,SL1559U850,,12035,3,OK,OK,#00FF00,#00FF00,,22.180445,-101.02103,"[40.0, 160.0, 275.0]","[68.5, 69.5, 69.5]",32
REGION 6,SL9880U1900,,12035,3,OK,OK,#00FF00,#00FF00,,22.180445,-101.02103,"[40.0, 160.0, 275.0]","[68.5, 69.5, 69.5]",32
REGION 9,DF5914L2100,575,,3,OK,OK,#00FF00,#00FF00,,19.389833,-99.25025,"[197.0, 297.0, 197.0]","[69.0, 69.0, 69.0]",25.4
REGION 9,DF5914U850,,12062,3,OK,OK,#00FF00,#00FF00,,19.389833,-99.25025,"[197.0, 297.0, 197.0]","[69.0, 69.0, 69.0]",25.4
REGION 9,DF4141U1900,,12062,3,OK,OK,#00FF00,#00FF00,,19.389833,-99.25025,"[197.0, 297.0, 197.0]","[69.0, 69.0, 69.0]",25.4
REGION 4,VE4680L2100,3897,,3,OK,OK,#00FF00,#00FF00,,22.117464,-97.934494,"[155.0, 240.0, 345.0]","[70.0, 70.0, 70.0]",75
REGION 4,VE6075U1900,,28018,3,OK,OK,#00FF00,#00FF00,,22.117464,-97.934494,"[155.0, 240.0, 345.0]","[70.0, 70.0, 70.0]",75
REGION 4,VE4680U850,,28018,3,OK,OK,#00FF00,#00FF00,,22.117464,-97.934494,"[155.0, 240.0, 345.0]","[70.0, 70.0, 70.0]",75
REGION 4,CO1433L2100,3595,,3,OK,OK,#00FF00,#00FF00,,25.264765,-101.09674,"[25.0, 215.0, 290.0]","[70.5, 70.5, 70.5]",40
REGION 4,CO1433U850,,38014,3,OK,OK,#00FF00,#00FF00,,25.264765,-101.09674,"[25.0, 215.0, 290.0]","[70.5, 70.5, 70.5]",40
REGION 4,CO1489U1900,,38014,3,OK,OK,#00FF00,#00FF00,,25.264765,-101.09674,"[25.0, 215.0, 290.0]","[70.5, 70.5, 70.5]",40
REGION 2,SO0215L2100,12808,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,31.292356,-110.94225,"[0.0, 155.0, 230.0]","[70.5, 70.5, 70.5]",30
REGION 2,SO6165U1900,,21052,3,OK,NOK,#00FF00,#000000,Relación sin existencia,31.292356,-110.94225,"[0.0, 155.0, 230.0]","[70.5, 70.5, 70.5]",30
REGION 2,SO0215U850,,21052,3,OK,NOK,#00FF00,#000000,Relación sin existencia,31.292356,-110.94225,"[0.0, 155.0, 230.0]","[70.5, 70.5, 70.5]",30
REGION 6,GT6979L2100,23331,,3,OK,OK,#00FF00,#00FF00,,20.949532,-101.42258,"[300.0, 95.0, 210.0]","[65.0, 65.0, 65.0]",29
REGION 6,GT4430U1900,,33033,3,OK,OK,#00FF00,#00FF00,,20.949532,-101.42258,"[300.0, 95.0, 210.0]","[65.0, 65.0, 65.0]",29
REGION 4,TA0311L2100,3903,,3,OK,OK,#00FF00,#00FF00,,23.912472,-99.11269,"[10.0, 100.0, 185.0]","[65.0, 65.0, 65.0]",58.5
REGION 4,TA0247U1900,,45018,3,OK,OK,#00FF00,#00FF00,,23.912472,-99.11269,"[10.0, 100.0, 185.0]","[65.0, 65.0, 65.0]",58.5
REGION 4,TA0311U850,,45018,3,OK,OK,#00FF00,#00FF00,,23.912472,-99.11269,"[10.0, 100.0, 185.0]","[65.0, 65.0, 65.0]",58.5
REGION 6,QU3131L2100,23349,,3,OK,OK,#00FF00,#00FF00,,20.301916,-100.314156,"[55.0, 235.0, 310.0]","[65.0, 65.0, 65.0]",50
REGION 6,QU3131U850,,39034,3,OK,OK,#00FF00,#00FF00,,20.301916,-100.314156,"[55.0, 235.0, 310.0]","[65.0, 65.0, 65.0]",50
REGION 6,QU1517U1900,,39034,3,OK,OK,#00FF00,#00FF00,,20.301916,-100.314156,"[55.0, 235.0, 310.0]","[65.0, 65.0, 65.0]",50
REGION 4,CO2656L2100,3590,,3,OK,OK,#00FF00,#00FF00,,25.385578,-100.97839,"[93.0, 186.0, 351.0]","[68.0, 68.0, 68.0]",25
REGION 4,CO2656U850,,36014,3,OK,OK,#00FF00,#00FF00,,25.385578,-100.97839,"[93.0, 186.0, 351.0]","[68.0, 68.0, 68.0]",25
REGION 4,CO6233U1900,,36014,3,OK,OK,#00FF00,#00FF00,,25.385578,-100.97839,"[93.0, 186.0, 351.0]","[68.0, 68.0, 68.0]",25
REGION 6,GT0503L2100,23304,,3,OK,OK,#00FF00,#00FF00,,20.412098,-101.74338,"[80.0, 200.0, 310.0]","[65.0, 65.0, 65.0]",33
REGION 6,GT0503U850,,21033,3,OK,OK,#00FF00,#00FF00,,20.412098,-101.74338,"[80.0, 200.0, 310.0]","[65.0, 65.0, 65.0]",33
REGION 6,GT0395U1900,,21033,3,OK,OK,#00FF00,#00FF00,,20.412098,-101.74338,"[80.0, 200.0, 310.0]","[65.0, 65.0, 65.0]",33
REGION 6,GT5114L2100,23334,,2,OK,OK,#00FF00,#00FF00,,20.89885,-101.19024,"[90.0, 270.0, 90.0]","[65.0, 65.0, 65.0]",31
REGION 6,GT4752U1900,,42033,2,OK,OK,#00FF00,#00FF00,,20.89885,-101.19024,"[90.0, 270.0, 90.0]","[65.0, 65.0, 65.0]",31
REGION 6,GT5114U850,,42033,2,OK,OK,#00FF00,#00FF00,,20.89885,-101.19024,"[90.0, 270.0, 90.0]","[65.0, 65.0, 65.0]",31
REGION 6,GT2117L2100,23308,,3,OK,OK,#00FF00,#00FF00,,21.138695,-101.751,"[345.0, 118.0, 267.0]","[68.5, 69.5, 70.0]",25
REGION 6,GT2117U850,,12033,3,OK,OK,#00FF00,#00FF00,,21.138695,-101.751,"[345.0, 118.0, 267.0]","[68.5, 69.5, 70.0]",25
REGION 6,GT5013U1900,,12033,3,OK,OK,#00FF00,#00FF00,,21.138695,-101.751,"[345.0, 118.0, 267.0]","[68.5, 69.5, 70.0]",25
REGION 6,GT7701L2100,23332,,3,OK,OK,#00FF00,#00FF00,,20.851028,-101.31293,"[40.0, 190.0, 315.0]","[65.0, 65.0, 65.0]",50
REGION 6,GT7701U850,,41033,3,OK,OK,#00FF00,#00FF00,,20.851028,-101.31293,"[40.0, 190.0, 315.0]","[65.0, 65.0, 65.0]",50
REGION 6,GT7914U1900,,41033,3,OK,OK,#00FF00,#00FF00,,20.851028,-101.31293,"[40.0, 190.0, 315.0]","[65.0, 65.0, 65.0]",50
REGION 9,MX4905L2100,534,,3,OK,OK,#00FF00,#00FF00,,19.459223,-99.27045,"[37.0, 157.0, 267.0]","[65.0, 65.0, 65.0]",19.2
REGION 9,MX4905U850,,21004,3,OK,OK,#00FF00,#00FF00,,19.459223,-99.27045,"[37.0, 157.0, 267.0]","[65.0, 65.0, 65.0]",19.2
REGION 9,MX1366U1900,,21004,3,OK,OK,#00FF00,#00FF00,,19.459223,-99.27045,"[37.0, 157.0, 267.0]","[65.0, 65.0, 65.0]",19.2
REGION 9,HI0026L2100,561,,3,OK,OK,#00FF00,#00FF00,,19.718258,-98.45503,"[47.0, 177.0, 262.0]","[65.0, 65.0, 65.0]",24
REGION 9,HI0038U1900,,21007,3,OK,OK,#00FF00,#00FF00,,19.718258,-98.45503,"[47.0, 177.0, 262.0]","[65.0, 65.0, 65.0]",24
REGION 9,HI0026U850,,21007,3,OK,OK,#00FF00,#00FF00,,19.718258,-98.45503,"[47.0, 177.0, 262.0]","[65.0, 65.0, 65.0]",24
REGION 1,BN3438L2100,14090,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,31.903297,-116.72912,"[12.0, 87.0, 277.0]","[64.5, 63.0, 64.0]",36
REGION 1,BN4356U1900,,12041,3,OK,NOK,#00FF00,#000000,Relación sin existencia,31.903297,-116.72912,"[12.0, 87.0, 277.0]","[64.5, 63.0, 64.0]",36
REGION 1,BN3438U850,,12041,3,OK,NOK,#00FF00,#000000,Relación sin existencia,31.903297,-116.72912,"[12.0, 87.0, 277.0]","[64.5, 63.0, 64.0]",36
REGION 9,090829L2100,609,,2,OK,OK,#00FF00,#00FF00,,19.500875,-99.15772,"[7.0, 7.0]","[71.9, 71.9]",3
REGION 9,090830U1900,,11539,2,OK,OK,#00FF00,#00FF00,,19.500875,-99.15772,"[7.0, 7.0]","[71.9, 71.9]",3
REGION 3,CO3022L2100,10346,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.398191,-103.27489,"[70.0, 220.0, 315.0]","[65.0, 65.0, 65.0]",40
REGION 3,CO9454U1900,,13040,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.398191,-103.27489,"[70.0, 220.0, 315.0]","[65.0, 65.0, 65.0]",40
REGION 3,CO3022U850,,13040,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.398191,-103.27489,"[70.0, 220.0, 315.0]","[65.0, 65.0, 65.0]",40
REGION 2,SO0814L2100,12814,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,27.941736,-110.815475,"[40.0, 120.0, 320.0]","[70.5, 70.5, 70.5]",24
REGION 2,SO0814U850,,32053,3,OK,NOK,#00FF00,#000000,Relación sin existencia,27.941736,-110.815475,"[40.0, 120.0, 320.0]","[70.5, 70.5, 70.5]",24
REGION 2,SO0579U1900,,32053,3,OK,NOK,#00FF00,#000000,Relación sin existencia,27.941736,-110.815475,"[40.0, 120.0, 320.0]","[70.5, 70.5, 70.5]",24
REGION 6,SL4731L2100,28419,,3,OK,OK,#00FF00,#00FF00,,22.196175,-100.99853,"[30.0, 150.0, 270.0]","[69.5, 69.5, 66.5]",21
REGION 6,SL4731U850,,12035,3,OK,OK,#00FF00,#00FF00,,22.196175,-100.99853,"[30.0, 150.0, 270.0]","[69.5, 69.5, 66.5]",21
REGION 6,SL1692U1900,,12035,3,OK,OK,#00FF00,#00FF00,,22.196175,-100.99853,"[30.0, 150.0, 270.0]","[69.5, 69.5, 66.5]",21
REGION 4,TA6761L2100,3867,,3,OK,OK,#00FF00,#00FF00,,26.062279,-98.38692,"[20.0, 130.0, 270.0]","[69.5, 69.5, 66.5]",30
REGION 4,TA6761U850,,12017,3,OK,OK,#00FF00,#00FF00,,26.062279,-98.38692,"[20.0, 130.0, 270.0]","[69.5, 69.5, 66.5]",30
REGION 4,TA3870U1900,,12017,3,OK,OK,#00FF00,#00FF00,,26.062279,-98.38692,"[20.0, 130.0, 270.0]","[69.5, 69.5, 66.5]",30
REGION 1,BN3293L2100,14080,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.541065,-117.04195,"[112.0, 177.0, 242.0]","[65.0, 65.0, 65.0]",24
REGION 1,BN3293U850,,41044,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.541065,-117.04195,"[112.0, 177.0, 242.0]","[65.0, 65.0, 65.0]",24
REGION 1,BN4106U1900,,41044,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.541065,-117.04195,"[112.0, 177.0, 242.0]","[65.0, 65.0, 65.0]",24
REGION 4,VE2474L2100,3897,,3,OK,OK,#00FF00,#00FF00,,22.042833,-98.181915,"[66.0, 186.0, 306.0]","[70.5, 70.0, 69.0]",30
REGION 4,VE2474U850,,28018,3,OK,OK,#00FF00,#00FF00,,22.042833,-98.181915,"[66.0, 186.0, 306.0]","[70.5, 70.0, 69.0]",30
REGION 4,VE1590U1900,,28018,3,OK,OK,#00FF00,#00FF00,,22.042833,-98.181915,"[66.0, 186.0, 306.0]","[70.5, 70.0, 69.0]",30
REGION 9,DF5422L2100,587,,3,OK,OK,#00FF00,#00FF00,,19.243834,-99.16785,"[107.0, 192.0, 307.0]","[65.0, 65.0, 65.0]",14
REGION 9,DF5422U850,,21060,3,OK,OK,#00FF00,#00FF00,,19.243834,-99.16785,"[107.0, 192.0, 307.0]","[65.0, 65.0, 65.0]",14
REGION 9,DF5423U1900,,21060,3,OK,OK,#00FF00,#00FF00,,19.243834,-99.16785,"[107.0, 192.0, 307.0]","[65.0, 65.0, 65.0]",14
REGION 6,ZA2187L2100,23350,,3,OK,OK,#00FF00,#00FF00,,22.786625,-102.42035,"[25.0, 200.0, 290.0]","[70.0, 70.5, 70.0]",50
REGION 6,ZA2187U850,,41091,3,OK,OK,#00FF00,#00FF00,,22.786625,-102.42035,"[25.0, 200.0, 290.0]","[70.0, 70.5, 70.0]",50
REGION 6,ZA7220U1900,,41091,3,OK,OK,#00FF00,#00FF00,,22.786625,-102.42035,"[25.0, 200.0, 290.0]","[70.0, 70.5, 70.0]",50
REGION 1,BN1631L2100,14089,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.666306,-115.41158,"[66.0, 184.0, 291.0]","[69.0, 68.5, 69.0]",35
REGION 1,BN1631U850,,12079,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.666306,-115.41158,"[66.0, 184.0, 291.0]","[69.0, 68.5, 69.0]",35
REGION 1,BN2657U1900,,12079,3,OK,NOK,#00FF00,#000000,Relación sin existencia,32.666306,-115.41158,"[66.0, 184.0, 291.0]","[69.0, 68.5, 69.0]",35
REGION 6,GT7348L2100,23322,,3,OK,OK,#00FF00,#00FF00,,20.54318,-100.670876,"[10.0, 130.0, 250.0]","[68.5, 70.5, 68.5]",52
REGION 6,GT3794U1900,,16057,3,OK,OK,#00FF00,#00FF00,,20.54318,-100.670876,"[10.0, 130.0, 250.0]","[68.5, 70.5, 68.5]",52
REGION 9,MX1723L2100,3083,,3,OK,OK,#00FF00,#00FF00,,19.0415,-100.17145,"[17.0, 127.0, 297.0]","[65.0, 65.0, 65.0]",25
REGION 9,MX1723U850,,36012,3,OK,OK,#00FF00,#00FF00,,19.0415,-100.17145,"[17.0, 127.0, 297.0]","[65.0, 65.0, 65.0]",25
REGION 9,MX2670U1900,,36012,3,OK,OK,#00FF00,#00FF00,,19.0415,-100.17145,"[17.0, 127.0, 297.0]","[65.0, 65.0, 65.0]",25
REGION 2,SI5172L2100,19973,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.702423,-108.31291,"[30.0, 195.0, 300.0]","[70.5, 70.5, 70.5]",37
REGION 2,SI3620U1900,,24078,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.702423,-108.31291,"[30.0, 195.0, 300.0]","[70.5, 70.5, 70.5]",37
REGION 2,SI5172U850,,24078,3,OK,NOK,#00FF00,#000000,Relación sin existencia,25.702423,-108.31291,"[30.0, 195.0, 300.0]","[70.5, 70.5, 70.5]",37
REGION 2,SI1819L2100,13059,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,23.533028,-106.257385,"[30.0, 100.0, 235.0]","[65.0, 65.0, 65.0]",24
REGION 2,SI4683U1900,,28051,3,OK,NOK,#00FF00,#000000,Relación sin existencia,23.533028,-106.257385,"[30.0, 100.0, 235.0]","[65.0, 65.0, 65.0]",24
REGION 2,SI1819U850,,28051,3,OK,NOK,#00FF00,#000000,Relación sin existencia,23.533028,-106.257385,"[30.0, 100.0, 235.0]","[65.0, 65.0, 65.0]",24
REGION 4,NL0606L2100,3863,,3,OK,OK,#00FF00,#00FF00,,25.607504,-100.12952,"[65.0, 155.0, 300.0]","[65.0, 65.0, 65.0]",30
REGION 4,NL0606U850,,12016,3,OK,OK,#00FF00,#00FF00,,25.607504,-100.12952,"[65.0, 155.0, 300.0]","[65.0, 65.0, 65.0]",30
REGION 4,NL0476U1900,,12016,3,OK,OK,#00FF00,#00FF00,,25.607504,-100.12952,"[65.0, 155.0, 300.0]","[65.0, 65.0, 65.0]",30
REGION 4,TA9588L2100,3899,,3,OK,OK,#00FF00,#00FF00,,23.941694,-98.16605,"[350.0, 180.0, 290.0]","[68.0, 70.5, 68.0]",75
REGION 4,TA8873U1900,,46018,3,OK,OK,#00FF00,#00FF00,,23.941694,-98.16605,"[350.0, 180.0, 290.0]","[68.0, 70.5, 68.0]",75
REGION 4,TA9588U850,,46018,3,OK,OK,#00FF00,#00FF00,,23.941694,-98.16605,"[350.0, 180.0, 290.0]","[68.0, 70.5, 68.0]",75
REGION 2,SI1315L2100,12841,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,24.805153,-107.4635,"[30.0, 170.0, 310.0]","[69.0, 69.0, 69.0]",19.3
REGION 2,SI1315U850,,11585,3,OK,NOK,#00FF00,#000000,Relación sin existencia,24.805153,-107.4635,"[30.0, 170.0, 310.0]","[69.0, 69.0, 69.0]",19.3
REGION 2,SI0727U1900,,11585,3,OK,NOK,#00FF00,#000000,Relación sin existencia,24.805153,-107.4635,"[30.0, 170.0, 310.0]","[69.0, 69.0, 69.0]",19.3
REGION 9,MX5465L2100,3080,,3,OK,OK,#00FF00,#00FF00,,19.073303,-100.25529,"[12.0, 187.0, 247.0]","[65.0, 65.0, 65.0]",26.7
REGION 9,MX5465U850,,33012,3,OK,OK,#00FF00,#00FF00,,19.073303,-100.25529,"[12.0, 187.0, 247.0]","[65.0, 65.0, 65.0]",26.7
REGION 9,MX2768U1900,,33012,3,OK,OK,#00FF00,#00FF00,,19.073303,-100.25529,"[12.0, 187.0, 247.0]","[65.0, 65.0, 65.0]",26.7
REGION 2,SO2690L2100,12822,,3,OK,NOK,#00FF00,#000000,Relación sin existencia,29.1086,-111.00151,"[6.0, 137.0, 272.0]","[68.0, 68.0, 68.0]",42.2
REGION 2,SO3167U1900,,41061,3,OK,NOK,#00FF00,#000000,Relación sin existencia,29.1086,-111.00151,"[6.0, 137.0, 272.0]","[68.0, 68.0, 68.0]",42.2
REGION 2,SO2690U850,,41061,3,OK,NOK,#00FF00,#000000,Relación sin existencia,29.1086,-111.00151,"[6.0, 137.0, 272.0]","[68.0, 68.0, 68.0]",42.2
REGION 4,NL0616L2100,3329,,3,OK,OK,#00FF00,#00FF00,,25.940434,-100.348366,"[10.0, 80.0, 250.0]","[65.0, 65.0, 65.0]",34.5
REGION 4,NL0616U850,,20013,3,OK,OK,#00FF00,#00FF00,,25.940434,-100.348366,"[10.0, 80.0, 250.0]","[65.0, 65.0, 65.0]",34.5
REGION 4,NL0493U1900,,20013,3,OK,OK,#00FF00,#00FF00,,25.940434,-100.348366,"[10.0, 80.0, 250.0]","[65.0, 65.0, 65.0]",34.5
REGION 9,095709L2100,582,,2,OK,OK,#00FF00,#00FF00,,,,"[nan, nan]","[nan, nan]",
REGION 9,095709U850,,12005,2,OK,OK,#00FF00,#00FF00,,,,"[nan, nan]","[nan, nan]",
REGION 9,MX6354L2100,602,,3,OK,OK,#00FF00,#00FF00,,19.539347,-99.24851,"[43.0, 166.0, 292.0]","[65.0, 65.0, 65.0]",18.5
REGION 9,MX6354U850,,11284,3,OK,OK,#00FF00,#00FF00,,19.539347,-99.24851,"[43.0, 166.0, 292.0]","[65.0, 65.0, 65.0]",18.5
REGION 9,MX1902U1900,,11284,3,OK,OK,#00FF00,#00FF00,,19.539347,-99.24851,"[43.0, 166.0, 292.0]","[65.0, 65.0, 65.0]",18.5
REGION 9,090156L2100,567,,2,OK,OK,#00FF00,#00FF00,,19.429043,-99.185104,"[7.0, 7.0]","[71.9, 71.9]",3
